epoch,acc,loss,val_acc,val_loss
119,0.9809833333651224,0.060088652861118315,0.9346,0.33171227550506593
120,0.9811666666666666,0.05520889562567075,0.9343,0.33664293189048766
121,0.98055,0.06015837107102076,0.9318,0.330771697640419
122,0.9810166666666666,0.05721282977561156,0.9352,0.40154991968870163
123,0.9808999999682109,0.059419754028817016,0.9356,0.35318352734446523
124,0.9812833333333333,0.05898859091953685,0.9345,0.34009866209030154
125,0.9818333333333333,0.057278282061715924,0.9348,0.35065813603401186
126,0.9817666666666667,0.057896972684065504,0.9315,0.25597763667106627
127,0.9809166666666667,0.05855774553008378,0.9338,0.3150548235654831
128,0.9813499999682108,0.057422358328104016,0.9331,0.27970391569137576
129,0.9811833333651224,0.05903029387791951,0.9302,0.38503682277202605
130,0.9808666666984558,0.05997344970802466,0.9251,0.2824899170398712
131,0.9815833333651225,0.05720569176003337,0.9328,0.2878136480808258
132,0.9813333333651225,0.05845908523648977,0.9338,0.29917237766981125
133,0.9817333333651225,0.057371829102933404,0.9322,0.3628369829058647
134,0.9821333333333333,0.054689912849664686,0.9337,0.3839403877735138
135,0.9802333333333333,0.06028854640920957,0.9366,0.37991636879444124
136,0.9809500000317891,0.05952526905785004,0.9265,0.27135952818393705
137,0.9823000000317892,0.05575230826636155,0.9234,0.2592838525772095
138,0.9816666666984558,0.05621981482096016,0.9309,0.32024884381890295
139,0.9818166666984558,0.05675818623652061,0.9328,0.3222008443117142
140,0.9806833333015442,0.06052317985544602,0.934,0.3791246958732605
141,0.9804833333015441,0.05814050558755795,0.9329,0.40919578223228453
142,0.9816666666984558,0.05865491743435462,0.9337,0.2846318344116211
143,0.9807499999682109,0.05989318635687232,0.9297,0.2873629049777985
144,0.9812833333333333,0.058396244294941425,0.9328,0.32944365816116333
145,0.9808666666984558,0.06037596117357413,0.9339,0.32467120337486266
146,0.9812999999682108,0.05720645751853784,0.936,0.4322478927612305
147,0.9814833333333334,0.05961236063192288,0.9306,0.38844829111099244
148,0.9812666666984559,0.057389720213909944,0.9335,0.3309629091501236
149,0.982,0.05473966586391131,0.9325,0.35397969303131105
150,0.98145,0.05699905303890507,0.9359,0.4143262911260128
151,0.9812333333015442,0.05736059403301527,0.9352,0.3662030267715454
152,0.9814166666348775,0.05773775621553262,0.9318,0.3353697904706001
153,0.9812499999682108,0.05649383405248324,0.9356,0.43691146841049194
154,0.9813166666348775,0.05740700423941016,0.9348,0.4258978500366211
155,0.98105,0.06030637531081835,0.9356,0.3287689055919647
156,0.9809,0.058308760586877666,0.9329,0.3661873824119568
157,0.9809666666348775,0.05986280166854461,0.9322,0.40120370161533353
158,0.9827333333651225,0.05378630512952805,0.9331,0.29291984505057334
159,0.982,0.05772874395052592,0.9347,0.3570591338157654
160,0.9814999999682108,0.05677620454405745,0.9335,0.44007557039260864
161,0.9816500000317891,0.056276255967964726,0.9341,0.4124128089904785
162,0.9827333333333333,0.0552852229475975,0.9318,0.3420619152545929
163,0.9803833333651225,0.06010492784182231,0.9355,0.32679444398880003
164,0.9813499999682108,0.05786953397442897,0.9338,0.3769455379486084
165,0.9825000000317892,0.05451446556101243,0.9329,0.33618035929203033
166,0.9819166666666667,0.055577667407194775,0.9331,0.34449590768814087
167,0.9824,0.05680548756197095,0.9308,0.3166307774066925
168,0.9810499999682109,0.05891461976418893,0.9322,0.3767180526256561
169,0.9825999999682109,0.054661229322353996,0.9332,0.34075605626106265
170,0.9823500000317892,0.05462354221170147,0.933,0.33389934475421906
171,0.9823333333333333,0.05532351049085458,0.9316,0.37691477460861206
172,0.9822166666348775,0.05513545795132716,0.9344,0.41448818273544313
173,0.9824499999682108,0.05508923638264338,0.9335,0.33060489475727084
174,0.9821833333015442,0.056213340443869435,0.9356,0.3759965831756592
175,0.9821166666666666,0.056658036996424195,0.9329,0.4140103754043579
176,0.9825166666984558,0.05466031132340431,0.9323,0.32581348133087157
177,0.9827666666666667,0.05481346612522999,0.9322,0.36865133957862856
178,0.9819333333015442,0.055178866890197,0.9282,0.29308737559318543
179,0.9815333333333334,0.05687923927654823,0.9338,0.3078744222760201
180,0.9825499999682109,0.05586730164413651,0.9342,0.4235175654888153
181,0.9820500000317891,0.058160650018726785,0.9324,0.3675160348415375
182,0.9834333333651225,0.053508529106155035,0.9311,0.3555608198404312
183,0.9811666666984558,0.05719245619922876,0.9303,0.3237105203151703
184,0.9827999999682109,0.05468566800604264,0.9307,0.3841803386837244
185,0.98205,0.05378157019702097,0.9325,0.3225552210450172
186,0.98235,0.05468644172598918,0.9343,0.3899609004795551
187,0.9829166666984558,0.05519836292465528,0.9255,0.30724520025253294
188,0.9820333333015442,0.056638765536434946,0.9335,0.5131680105209351
189,0.9819166666666667,0.056895546047886214,0.9324,0.34103964488506316
190,0.9827,0.05465817036430041,0.9328,0.4853359295368195
191,0.9827166666666667,0.053472037441904346,0.9291,0.3277128903865814
192,0.9828333333651225,0.053252338753889,0.9333,0.35355358578562734
193,0.9816833333651225,0.05690449280552566,0.9268,0.2956289737224579
194,0.9826833333651225,0.05454403414453069,0.9319,0.36752924919128416
195,0.9821333333015442,0.055160302332292,0.9351,0.43046187868118285
196,0.9834,0.055751622905458015,0.9325,0.4419609196037054
197,0.9821666666666666,0.05529380889559785,0.931,0.3307859969615936
198,0.9829333333015442,0.05560454475730658,0.9341,0.4109281653404236
199,0.9815166666666667,0.059644952394564944,0.9285,0.3590589575767517
200,0.9822333333015442,0.0563860061009725,0.9371,0.4144995168685913
201,0.9820666666666666,0.054090093833208085,0.932,0.42009869871139527
202,0.9820833333015442,0.056412677615880966,0.933,0.4021047349214554
203,0.9827999999682109,0.05453151174156616,0.9317,0.3309699284076691
204,0.9834833333015441,0.05152217791254322,0.9326,0.3424355350971222
205,0.9828833333015442,0.055528125708550216,0.9332,0.3823704627990723
206,0.9826333333015442,0.056037999795501434,0.9309,0.30903725566864015
207,0.9825999999682109,0.05255594162369768,0.9322,0.4057561165332794
208,0.9837833333015442,0.051261742596576614,0.9343,0.447768759059906
209,0.9826666666666667,0.0556110057314237,0.9309,0.30671715383529663
210,0.9826833333015442,0.05462224502265453,0.9303,0.42597890524864196
211,0.9817333333333333,0.056732283202807106,0.9321,0.3379221903145313
212,0.9820833333333333,0.05801034788961212,0.9312,0.5072257421188057
213,0.9831166666984558,0.053148048942287765,0.9346,0.38146115975379946
214,0.9824666666666667,0.056838016815980275,0.9357,0.40729103088378904
215,0.9822166666666666,0.05405478597780069,0.9335,0.3704470891952515
216,0.9829833333333333,0.055624459328005714,0.9306,0.35620117609500884
217,0.9822,0.05519300355613232,0.9329,0.38937142577171324
218,0.9825333333333334,0.053066099530334275,0.9339,0.36928716764450076
219,0.9817999999682109,0.05719848689548671,0.9323,0.33845611009597776
220,0.9829166666666667,0.05358435377975305,0.9344,0.4403555629730225
221,0.9820166666984558,0.05547646033565203,0.9361,0.44314817759990693
222,0.9830500000317891,0.05342566861112912,0.9327,0.3063828723907471
223,0.9822666666984559,0.05556576241726677,0.9302,0.2913772231638432
224,0.9827666666348776,0.05483852474043767,0.9332,0.3241710421562195
225,0.9832000000317891,0.05312862076113621,0.9318,0.30501094431877135
226,0.9827333333015442,0.053471816112349434,0.9236,0.2495883360862732
227,0.9822000000317891,0.05587766365458568,0.9288,0.30843400135040283
228,0.9828166666666667,0.05432368794878324,0.9345,0.41747712726593017
229,0.9827166666348776,0.05550037577996651,0.9303,0.3466257970333099
230,0.9832833333015442,0.05410562177846829,0.9326,0.3626884486198425
231,0.9832333333333333,0.05557794874037306,0.9348,0.3355111526489258
232,0.9844666666666667,0.05050915251361827,0.9309,0.40755023016929626
233,0.98295,0.05457843014895916,0.9338,0.39774544725418093
234,0.9818333333333333,0.05451981110970179,0.9349,0.45660682134628294
235,0.9834166666984558,0.05397063203522315,0.9335,0.4405354941368103
236,0.9832166666666666,0.0537786878593266,0.9316,0.3479782502174377
237,0.98315,0.053248143435517946,0.9323,0.411646680021286
238,0.9838333333015442,0.05198063081155221,0.9334,0.40693981013298036
239,0.9841833333015442,0.05094027393894891,0.928,0.36176831197738646
240,0.9838333333015442,0.05075347992939254,0.9334,0.38046573114395144
241,0.9827499999682109,0.05499334857650101,0.934,0.3963256830215454
242,0.9835833333333334,0.051881862625914314,0.9349,0.4830908653259277
243,0.9838333333015442,0.049543033490578335,0.9361,0.4355742691993713
244,0.9843499999682108,0.04802348557723065,0.9344,0.5023249610900878
245,0.9837833333015442,0.05271625271340211,0.9342,0.3804914421081543
246,0.9835333333015442,0.05162560611317555,0.9336,0.48900021028518675
247,0.9837166666984558,0.05106634872543315,0.9344,0.4060995154380798
248,0.9837166666666667,0.05348136899669965,0.934,0.46342106075286865
249,0.9824333333651225,0.05471147937873999,0.9353,0.3967178339958191
250,0.9837500000317891,0.05214096748965482,0.9336,0.5131048059463501
251,0.9826,0.05698452485824625,0.9337,0.35846547803878787
252,0.9840166666984558,0.05194606440489491,0.9332,0.42901789054870604
253,0.9838833333015442,0.05216570910165707,0.9317,0.36777826924324036
254,0.98315,0.051903612137337525,0.9357,0.48621281404495237
255,0.9831,0.054589266617099445,0.9337,0.3741808261394501
